course_id,name,description,level_id,plan_id
105926,PGM IN C AND GUIDE TO UNIX SYSTM,"THIS IS AN INTERMEDIATE-LEVEL COURSE IN COMPUTER SCIENCE DESIGNED FOR STUDENTS MAJORING IN FIELDS OTHER THAN COMPUTER SCIENCE.  OBJECTIVES ARE STUDY THE C LANGUAGE AND THE MS-DOS OPERATING SYSTEM, INTRODUCTION TO ADVANCED DATA STRUCTURES (STACKS, QUEUES, TREES) USING STRUCTURES, POINTERS, AND RECURSION.  THE USE OF LIBRARY ROUTINES AND FILE OPERATIONS. A STUDY OF THE UNIX OPERATING SYSTEM ITS FILE STRUCTURE AND THE VI EDITOR.  AN INTRO TO SHELL PROGRAMMING AND UNIX UTILITIES.",UG,4
105927,INTRODUCTION TO COMPUTER SCIENCE,"THIS COURSE WILL INTRODUCE THE STUDENT TO FUNDAMENTAL CON CEPTS AND TECHNIQUES OF COMPUTER SCIENCE AND GIVE THE STU DENT THE OPPORTUNITY TO EXPERIMENT WITH THESE CONCEPTS IN THE ASSOCIATED LABORATORY.  THE COURSE WILL TEACH A PRO GRAMMING LANGUAGE.  THE FUNDAMENTAL CONCEPTS WILL INCLUDE AN INTRODUCTION TO THE THEORY OF COMPUTATION, SOFTWARE ENGINEERING, COMPUTER GRAPHICS, ALGORITHM ANALYSIS, COMPUTER ARCHITECTURE, AND ARTIFICIAL INTELLIGENCE.",UG,4
105928,INTRO TO COMPUTER SCIENCE-PASCAL,"THIS COURSE IS AN INTRODUCTION TO THE CONCEPTS, TECHNIQUES AND TOOLS OF COMPUTER SCIENCE.  IT IS DESIGNED FOR THOSE STUDENTS WHO ARE INTENDING TO MAJOR IN THAT DISCIPLINE.  THE COURSE IS TO EMPHASIZE FUNDAMENTAL APPROACHES TO PROBLEM ANALYSIS, ALGORITHM DEVELOPMENT AND TOP-DOWN PROGRAM DESIGN. IN SO DOING, THE STUDENT IS TO GAIN A THOROUGH WORKING KNOWLEDGE OF AN EXEMPLARY PROGRAMMING LANGUAGE, NAMELY PASCAL, AND TO BECOME THOROUGHLY FAMILIAR WITH THE PITT COMPUTING ENVIRONMENT.",UG,4
105929,DISCRETE STRUCTURES FOR CS,THE PURPOSE OF THIS COURSE IS TO UNDERSTAND AND USE (ABSTRACT) DISCRETE STRUCTURES THAT ARE BACKBONES OF COMPUTER SCIENCE.  UNDERSTANDING AND ANALYZING THE PROPERTIES OF RELEVANT DISCRETE STRUCTURES WILL HELP IN SOLVING A PROBLEM EFFICIENTLY.  THIS COURSE WILL PROVIDE COMPREHENSIVE COVERAGE OF THE FOLLOWING DISCRETE STRUCTURES THAT ARE IMPORTANT FOR PROBLEM SOLVING.,UG,4
105932,COMPUTR ORGANIZTN & ASSMBLY LANG,"AN INTRODUCTION TO THE COMPONENTS OF COMPUTING SYSTEMS COM MON TO MOST COMPUTER ARCHITECTURES.  THIS COURSE WILL INTRO DUCE DATA REPRESENTATION, PROCESSOR TYPES, MEMORY TYPES AND HIERARCHY, ASSEMBLY LANGUAGE, LINKING AND LOADING, AND AN INTRODUCTION TO DEVICE DRIVERS.",UG,4
105933,DATA STRUCTURES AND FILES,"A STUDY OF COMPUTER REPRESENTATIONS OF STRUCTURED DATA BOTH IN MAIN MEMORY AND ON SECONDARY STORAGE DEVICES, AND OPERATIONS ON SUCH DATA.  TOPICS INCLUDE:  LIST STRUCTURES, VARIOUS ADVANCED DATA STRUCTURES, HASHING, FILE STRUCTURES, AND ACCESS METHODS, INTERACTION BETWEEN MAIN AND SECONDARY STORAGE, SORTING AND SEARCHING.  MODULA-2 IS THE PROGRAMMING LANGUAGE USED IN THIS COURSE.",UG,4
105934,DATA STRUCTURES AND ALGORITHMS,"THIS COURSE IS A PRACTICAL INTRODUCTION TO THE MOST COMMON AND IMPORTANT DATA STRUCTURES AND ALGORITHMS.  TOPICS INCLUDE:  TREES, HASHING, SEARCHING, SORTING, DATA COMPRESS ION, AND GRAPH ALGORITHMS.  SOME PROGRAMMING IS REQUIRED.",UG,4
105935,DESIGN & ANALYSIS OF ALGORITHMS,THIS COURSE WILL INTRODUCE STUDENTS TO IMPORTANT PARADIGMS OF ALGORITHM DESIGN AND ANALYSIS.  STUDENTS WILL BE ASKED TO DESIGN AND ANALYZE THEIR OWN ALGORITHMS FOR A VARIETY OF PROBLEMS.  NO PROGRAMMING IS REQUIRED.,UG,4
105936,INTRO TO THEORY OF COMPUTATION,"MATHEMATICAL LOGIC AND ITS IMPORTANCE TO COMPUTER SCIENCE WILL BE EXPLORED IN THIS COURSE.  TOPICS INCLUDE:  PROPO SITIONAL AND PREDICATE LOGIC, COMPUTABILITY, ALGORITHMIC THEOREM PROVING, LOGIC OF PROGRAMS.",UG,4
105938,SCIENTIFIC COMPUTATION,"NUMERICAL METHODS USED IN SCIENTIFIC COMPUTATION WILL BE DISCUSSED, WITH PARTICULAR REFERENCE TO THEIR DATA STRUCTURING AND VERIFICATION ASPECTS.  THE METHODS WILL BE SELECTED FROM THE FOLLOWING:  SOLUTION OF SYSTEMS OF LINEAR EQUATIONS, SOLUTION OF NON-LINEAR EQUATIONS, APPROXIMATION, AND SOLUTION OF ORDINARY DIFFERENTIAL EQUATIONS.",UG,4
105939,PROGRAMMING LANGUAGES,"SEVERAL PROGRAMMING LANGUAGES SELECTED FROM:  ADA, SMALLTALK, ICON, PROLOG, AND SCHEME WILL BE STUDIED FROM A PROGRAMMING (RATHER THAN A IMPLEMENTATION) POINT OF VIEW. THE STUDY OF THESE DIVERSE PROGRAMMING LANGUAGES WILL EXEMPLIFY DIFFERING APPROACHES TO CONCEPTS SUCH AS SCOPE OF DECLARATION, STORAGE ALLOCATION, DATA STRUCTURE VARIETY, BINDING TIMES, AND CONTROL STRUCTURES.",UG,4
105940,SOFTWARE DESIGN METHODOLOGY,"CONSTRUCTION OF LARGE COMPUTERIZED SYSTEMS PROCEEDS THROUGH THE STAGES OF REQUIREMENTS ANALYSIS, SPECIFICATION, AND IMPLEMENTATION.  THIS COURSE DEALS WITH REQUIREMENTS ANALYSIS AND SPECIFICATION.  EMPHASIS IS ON METHODOLOGIES FOR IMPROVING THE RELIABILITY OF SPECIFICATIONS, I.E. ON EXECUTABLE SPECIFICATIONS AND SYSTEM PROTOTYPES.",UG,4
105944,INTRO TO OPERATING SYSTEMS,"AN INTRODUCTION TO BASIC CONCEPTS OF OPERATING SYSTEMS, COM MON TO MOST COMPUTER SYSTEMS, WHICH INTERFACES THE MACHINE WITH UPPER-LEVEL PROGRAMS.  THIS COURSE WILL INTRODUCE PRO CESSES AS PROCESSING UNIT, PROCESS MANAGEMENT, CONCURRENCY, COMMUNICATION, MEMORY MANAGEMENT AND PROTECTION, AND FILE SYSTEMS.",UG,4
105945,DATABASE MANAGEMENT SYSTEMS,"THE OBJECTIVE OF THIS COURSE IS TO PROVIDE AN IN-DEPTH KNOW LEDGE OF DATABASE SYSTEM DESIGN.  THUS, THE EMPHASIS IS ON HOW TO MODEL ONE'S OWN DATA AND HOW TO USE AVAILABLE DATA BASE MANAGEMENT SYSTEMS (DBMS) EFFECTIVELY.  TOWARDS THIS END, RELATIONAL STRUCTURE IS DISCUSSED IN GREAT DETAIL AND HIERARCHICAL AND NETWORK AND OBJECT-ORIENTED DATA MODELS ARE ALSO PRESENTED.  COMMERCIAL SYSTEMS SUCH AS INGRES, DB2, RDB, DBASE III SYSTEMS ARE STUDIED AND STUDENTS GET PRACTI CAL EXPERIENCE THROUGH THE USE OF SUCH SYSTEMS.",UG,4
105947,DATABASE MANAGEMENT SYSTEMS,"THE OBJECTIVE OF THIS COURSE IS TO PROVIDE AN IN-DEPTH KNOWLEDGE OF DATABASE SYSTEMS DESIGNS.  THUS, THE EMPHASIS IS ON HOW TO MODEL ONES OWN DATA AND HOW TO USE AVAILABLE DATABASE MANAGEMENT SYSTEMS (DBMS) EFFECTIVELY.  TOWARDS THIS END, RELATIONAL STRUCTURE IS DISCUSSED IN GREAT DETAIL AND HIERARCHIAL AND NETWORK DATA STRUCTURES ARE ALSO PRESENTED.  INGRES, DB2, DBASE III SYSTEMS ARE STUDIED AND STUDENTS GET PRACTICAL EXPERIENCE THROUGH THE USE OF INGRES.",UG,4
105948,INTRODUCTION COMPUTER GRAPHICS,"THE BASIC CONCEPTS, TOOLS AND TECHNIQUES OF COMPUTER GRAPHICS ARE DESCRIBED, AND THE FUNDAMENTAL TRANSFORMATIONS OF SCALING, TRANSLATION, ROTATION, WINDOWING AND CLIPPING ARE PRESENTED.  PARTICULAR EMPHASIS WILL BE PLACED ON NEW DEVELOPMENT IN MICROCOMPUTER GRAPHICS.  STUDENTS WILL BE EXPECTED TO DEVELOP A GRAPHICS APPLICATION PACKAGE USING THE PROGRAMMING LANGUAGE C IN CONJUNCTION WITH A SPECIALLY DEVELOPED GRAPHICS LIBRARY.",UG,4
105950,INTRO TO ARTIFICIAL INTELLIGENCE,"THIS COURSE INTRODUCES THE FUNDAMENTAL CONCEPTS OF ARTIFICIAL INTELLIGENCE.  TOPICS INCLUDE BASIC TECHNIQUES FOR REPRESENTATION AND REASONING, AS WELL AS THE USE OF THESE TECHNIQUES IN A NUMBER OF APPLICATION AREAS, SUCH AS PLANNING, NATURAL-LANGUAGE UNDERSTANDING, AND LEARNING.",UG,4
105951,ARTIFICIAL INTELLGNC PROGRAMMING,"WE DISCUSS THE DATA STRUCTURES, CONTROL STRUCTURES, AND PARADIGMS OF ARTIFICIAL INTELLIGENCE PROGRAMMING.  WE FOCUS ON THE LISP LANGUAGE-PROGRAMMING ENVIRONMENT AND USE OF THAT ENVIRONMENT TO DEVELOP HIGHER LEVEL PROGRAMMING TOOLS. TOPICS INCLUDE ABSTRACT DATA TYPES, KNOWLEDGE STRUCTURING, RECURSIVE PROGRAMMING, DISCRIMINATION NETS, AGENDA CONTROL, DEDUCTIVE INFORMATION RETRIEVAL, SLOTFILLER DATABASES, SOPHISTICATED DATA DEPENDENCIES, CLOSURE - BASED PROGRAMS, AND EXPERT SYSTEMS.  WE DISCUSS SEVERAL APPLICATION AREAS.",UG,4
105953,STRUCTURE PROGRAMMING LANGUAGES,"AN ANALYTICAL EXAMINATION OF MODERN HIGH-LEVEL PROGRAMMING LANGUAGE STRUCTURES; INCLUDING DESIGN SPECIFICATION AND IMPLEMENTATION.  ADVANCED FORMS OF DATA TYPES, EXPRESSIONS, AND CONTROL PRIMITIVES.  RELATIONSHIP OF STORAGE MANAGEMENT TECHNIQUES AND LANGUAGE DESIGN.",UG,4
105954,INTRODUCTION TO COMPILER DESIGN,"THIS COURSE WILL INTRODUCE THE BASIC CONCEPTS OF COMPILER DESIGN AND IMPLEMENTATION.  TOPICS INCLUDE LEXICAL ANALYSIS, VARIOUS TYPES OF PARSERS, INTERMEDIATE AND OBJECT CODE GEN ERATION AND CODE OPTIMIZATION.  THE MATERIAL WILL BE PRE SENTED FROM AN IMPLEMENTATION POINT OF VIEW RATHER THAN A FORMAL APPROACH.  THE IMPACT OF LANGUAGE DESIGN ON COMPILERS WILL ALSO BE EXAMINED.",UG,4
105955,ADVANCED SYSTEMS SOFTWARE,"THIS COURSE WILL DISCUSS ISSUES OF FUNDAMENTAL IMPORTANCE IN THE DESIGN OF OPERATING SYSTEMS INCLUDING PROCESSES, CON CURRENCY CONTROL, INTERPROCESS COMMUNICATION, RESOURCE MAN AGEMENT, MEMORY MANAGEMENT, FILE SYSTEMS, SECURITY AND PROTECTION MECHANISMS.",UG,4
105957,COMPUTER ORGANIZATION,"EXAMINATION OF COMPUTER ARCHITECTURE AND HARDWARE SYSTEM ORGANIZATION.  TOPICS INCLUDE:  CPU ORGANIZATION, SEQUENTIAL AND MICROPROGRAMMED CONTROL, INSTRUCTION SET IMPLEMENTATION, MEMORY ORGANIZATIONS, INPUT/OUTPUT STRUCTURE, PERIPHERALS AND INTERFACING, AND COMPUTER COMMUNICATIONS.",UG,4
105958,INTRODUCTION TO MICROCOMPUTING,"THIS COURSE WILL EXAMINE THE HARDWARE, SOFTWARE, AND RECENT DEVELOPMENT OF PERSONAL MICROCOMPUTER SYSTEMS, WITH PARTICULAR EMPHASIS ON PROFESSIONAL-LEVEL OF CUSTOMIZED APPLICATIONS.  TOPICS COVERED INCLUDE THE EVOLUTION OF MICROCOMPUTERS, CONTEMPORARY ARCHITECTURE, MICROCOMPUTER SOFTWARE ENGINEERING, MICROCOMPUTER OPERATING SYSTEMS, AND PROGRAM DEVELOPMENT SYSTEMS.  SPECIFIC LABORATORY PROJECTS USING THE MS-DOS OPERATING SYSTEM, THE C PROGRAMMING LANGUAGE, AND 8086 ASSEMBLY LANGUAGE WILL BE ASSIGNED.",UG,4
105960,INTERNSHIP,"THIS COURSE PLACES THE STUDENT IN AN ON-THE-JOB"" SETTING IN WHICH HE/SHE RECEIVES PRACTICAL EXPERIENCE IN A SUPER VISED TRAINING ENVIRONMENT.""",UG,4
105961,DIRECTED STUDY,THIS COURSE IS DESIGNED TO GIVE STUDENTS THE OPPORTUNITY TO DESIGN A PLAN OF STUDY TO BE AGREED UPON BY THE STUDENT AND A SUPERVISING FACULTY MEMBER.,UG,4
113043,"INTRODUCTION TO INFORMATION, SYSTEMS AND SOCIETY","Introduction to the concepts, principles, and skills of information science for students with no programming experience.  Topics include:  the need for information and the use of information, data collection, coding, storage and retrieval, information processing, information display, and the evaluation of information.",UG,1
113044,INTRODUCTION TO INFORMATION SCIENCE ADVANCED,"This course will introduce both information theory and the design and structure of information systems.  You will learn how computers and networks work at a fundamental level.  You will explore how social networks, collection of information (databases), and programming languages work.  The course will spend particular attention on security and privacy issues. The course will provide you with basic skills such as building web page, programming using simple JavaScript on web pages, design and use of simple databases, and manipulation of digital media.  The course meets the quantitative requirement for the college of arts & sciences, is designed for students with minimal prior technical coursework, and does not require previous programming experience.",UG,1
113045,INTRODUCTION TO PROGRAMMING,"Introduction to concepts, principles, and skills of programming, including compilers, algorithms, and problem solving using a high level programming language such as c.  Intended for students with little or no programming experience who seek an information science major.",UG,1
113046,DATA STRUCTURES AND PROGRAMMING TECHNIQUES,"Definition, description, and implementation of several information structures such as linked lists, stacks, and queues, using a scientific programming language (e.g., C).",UG,1
113048,FILE PROCESSING,"The design of file organizations and their utilization in an integrated data processing system; utilizing COBOL programming language to implement sequential, indexed sequential, and random access file processing systems.",UG,1
113049,PROGRAM DESIGN AND SOFTWARE TOOLS,Introduction to developing programs using c++.  Emphasis on development of program modules that can function independently.  Further theory of data structures and programming language design.,UG,1
113050,STATISTICAL ANALYSIS OF DATA,"A first course in applied statistics; the collection, organization, and reduction of data.  Measurement and presentation of data, measures of central tendency and variability, introduction to probability theory, sampling theory, Bayesian analysis, normal and other theoretical distributions, significance tests, and hypothesis testing; chi-square, regression and correlation analyses.  Introduction to non-parametric analysis, time permitting.  Emphasizes statistical programming utilizing canned statistical packages on the VAX/VMS.",UG,1
113051,ARCHITECTURE AND ASSEMBLY LANGUAGE,Uses assembly language as focus for a deeper understanding of computer architecture.  Treats the relationship of higher-level languages to assembly language and its implementation in hardware.,UG,1
113052,TELECOMMUNICATIONS,"Concepts of telecommunications systems used in information networks; equipment utilization in information networks, techniques utilized to transmit signals (e.g., Modulation, multiplexing, error detection and correction), methods of message handling, network configuration, and software (computer programs) utilized in implementing networks.",UG,1
113053,LISP AND SYMBOLIC PROGRAMMING,"Introduction to the lisp programming language and the basic concepts of symbolic programming.  Programming examples include several basic techniques used in artificial intelligence such as:  search in a symbolic problem space, the use of rule based inference systems, and the representation of knowledge in frames.",UG,1
113054,GRAPHICS,Techniques for producing graphical displays using computers. How to design and create computer graphics.  Overview of artistic and technical knowledge needed to create graphics. What makes a good graphical display will be investigated.,UG,1
113055,DESIGN OF OPERATING SYSTEMS,"Detailed treatment of the design and implementation of operating systems.  Treats the concepts of scheduling, context switching, memory allocation and protection, file handling, and I/O.",UG,1
113056,DESIGN OF COMPUTER LANGUAGES,"General aspects of programming languages; data types, control structures, scope of variables, functions and procedures, and definitions of languages.  Comparisons are made across pascal, c, Fortran, basic, COBOL, and lisp.  Implementation of language (compiler, interpreter) is examined.",UG,1
113058,DATABASE MANAGEMENT SYSTEMS,"The design, implementation, and utilization of database management systems.  Contrasts the methodologies of file systems, data management systems, and database management systems.  Various data structures (e.g., Tree, network, linked list) and several database models (e.g., The Codasyl database task group model and the relational database model).  Administrative tasks required in database management are considered.",UG,1
113059,ANALYSIS OF INFORMATION SYSTEMS,"This course provides state-of-the-art skills in requirements management and scope management, which is critical for successful IT projects. Topics include best practices in eliciting, documenting, verifying and modeling requirements. This is an active learning course where students develop an analysis model for a realistic IT project which can serve as a foundation for INFSCI 1017 and INFSCI 1025. The analysis model is suitable for inclusion in the student's IT portfolio.",UG,1
113060,INFORMATION STORAGE AND RETRIEVAL,"Basic principles and tools for analysis and retrieval of documents in bibliographic information systems; acquisition of information, subject analysis, terminology control, coding and recording of results of analysis on a searchable medium, and question analysis and search strategy development.",UG,1
113061,ONLINE RETRIEVAL SYSTEMS,"An introduction to hardware, software, and other resources required for interactive system development and the searching capabilities of an interactive textual retrieval system. Dialog, BRS and various CD-ROMs are presented as models of interactive textual retrieval systems.  Students will create small databases utilizing available software.",UG,1
113062,DESIGN OF INFORMATION CENTERS,Investigation of the operational and procedural techniques for information handling utilized by specialized information centers.,UG,1
113063,MANAGEMENT INFORMATION SYSTEMS,"To provide students with an appreciation of the actual working environment of the typical misdepartment within the business community, including organizational structure and communication, budgeting issues, personnel issues, equipment acquisition and installation, planning for daily operations, and system evaluation.",UG,1
113064,HUMAN INFORMATION PROCESSING,"Introduction to research and theory on topics in human cognition including:  perception, attention, pattern recognition, memory, representation of knowledge, language, problem solving, reasoning, and learning, with emphasis on the relationship to computer models of these processes and implications of this body of knowledge for building information systems.",UG,1
113065,HUMAN FACTORS IN SYSTEM DESIGN,"Examines human-machine designs with special emphasis on human-computer interaction.  Topics center on how to analyze, create, and improve equipment and environment to be compatible with human capabilities and expectations.",UG,1
113066,BEHAVIORAL MODELS,"Examines the roles of models and theories in science, and surveys several approaches to modeling cognitive and behavioral phenomena.  Topics include:  mathematical modeling, representational modeling, expert/novice differences and user models, psychological and computer simulation methods, the roles of analogy, metaphor, learning, and other cognitive processes in the development and use of cognitive models, and the role of models in the development of science and scientific theory.",UG,1
113067,USER CENTERED DESIGN,Introduces principles and programming of interactive systems.  Interaction techniques are surveyed and incorporated in the design of interfaces.,UG,1
113068,ARTIFICIAL INTELLIGENCE,"An overview of the basic concepts of AI including:  search and problem solving, knowledge representation techniques, system architectures, natural language processing and machine learning.",UG,1
113069,COMPUTER MODELS HUMAN INFORMATION PROCESSING,"Presents the historical background of cognitive science and the computational approach to intelligence.  Programs that simulate human activities in language, problem solving, memory, learning, and vision will be analyzed.",UG,1
113070,GAME DESIGN,"Games have become ubiquitous in our modern world.  In addition to entertainment, elements of games are present in everything from promotional advertisements to university classrooms.  This course focuses on the exploration of game design in its many permutations. Join us as we critique and design all manner of entertainment and serious game.  The class itself is designed as a multiplayer game experience to immerse and engage the student in game design on a fundamental level. One of the final goals of this class is for each student to have designed two separate games in their entirety.  These games may be useful in the follow up course: INFSCI 1061: Game Implementation.",UG,1
113071,MATHEMATICAL COMMUNICATION THEORY,"Treats the mathematical theory of communication.  Applies the general model to natural language, both spoken and written, electrical and mechanical transmission of messages, and behavior of machines in relation to information and communication channels.  Topics include:  the properties of codes and messages, the methods of dealing with noise in communication messages, channel capacities, and channel reliabilities.  Transmission of messages is considered at the level of physical transmission and the transmission of meaning.",UG,1
113072,SIMULATION METHODOLOGIES,"The use of simulation in representing both physical and social processes.  Treats the analysis of the system, collection of data (e.g., Arrival times, service times, number of service facilities, the representation of the data in terms of theoretical distributions, implementing the system with a simulation package, and the analysis of results in terms of comparative benefits -- e.g., Average queue length, maximum queue length) versus comparative costs of providing these benefits.",UG,1
113073,INTERNET ENGINEERING,"Telecommunications technologies of the internet including routing and how to use routers, real time traffic (VOIP), performance analysis, use of sniffers to collect data, differences between wired and wireless networks, use of wireless access points and performance of wireless networks, network management and SNMP software, network security and firewalls.",UG,1
113074,INTERNET CONSTRUCTION,"Telecommunications technologies of the internet, including routers and routing, performance analysis, management and security, and wireless LANS.  Special topics in current internet issues.  Lab component.",UG,1
113075,GEOSPATIAL INFORMATION SYSTEMS (GIS),"Introduction to geographic information system (GIS) concept and technology including spatial data sources, spatial data models and structures, spatial database management, map projection systems, geocoding and Georeferencing, spatial analysis, spatial data visualization (maps), GIS applications (e.g., Address-location finding, navigation, routing), and commercial GIS software packages.",UG,1
113076,INDEPENDENT STUDY,"Development of readings, research, and practical implementation of a system or other forms of study as arranged between student and instructor.",UG,1
113077,INTERNSHIP,"Supervised work in an information environment providing a frame of reference for understanding and an opportunity to apply the skills, methodologies, and theories presented in information science courses.",UG,1
113078,SPECIAL TOPICS: PROGRAMMING,Advanced class focusing on current or specialized topic in programming area.,UG,1
113079,SPECIAL TOPICS: BEHAVIORAL,Advanced class focusing on current or specialized topic in behavioral area.,UG,1
113080,SPECIAL TOPICS: SYSTEMS,Advanced class focusing on current or specialized topic in systems area.,UG,1
113085,INTRODUCTION TO INFORMATION SCIENCE,"Overview of the history, academic roots, conceptual structure, and methodology of information science.  Explores principles and concepts that underlie information processing, including information theory, models of information storage and retrieval, and human cognition. Basic processes of information systems analysis, design and development.",GR,1
113086,INTRODUCTION TO INFSCI: SELF DIRECTED STUDY,"STUDENTS WHO HAVE NOT TAKEN INFSCI 2000 IN THEIR FIRST TWELVE CREDITS, OR WHO HAVE CONSIDERABLE WORK EXPERIENCE IN INFORMATION SCIENCE TAKE THIS COURSE IN LIEU OF INFSCI 2000. INFSCI 2001 PROVIDES AN OPPORTUNITY FOR SELF DIRECTED STUDY (A STATE OF THE ART PAPER ON SOME INTERDISCIPLINARY ASPECT OF INFORMATION SCIENCE).  STUDENTS TAKING 2001 ARE FREE TO ATTEND INFSCI 2000 CLASSES, BUT ATTENDANCE IS OPTIONAL.",GR,1
113087,INFORMATION STORAGE AND RETRIEVAL,"INTRODUCTION TO STORAGE AND RETRIEVAL OF TEXTUAL, PICTORIAL, GRAPHIC, AND VOICE DATA.  THE FOCUS IS ON EFFECTIVELY INTERPRETING IMPRECISE QUERIES AND PROVIDING A HIGH QUALITY RESPONSE TO THEM FROM A DATABASE OF INCOMPLETELY DESCRIBED DOCUMENTS"".""",GR,1
113088,MATHEMATICAL FOUNDATIONS FOR INFSCI,"BASIC CONCEPTS OF THEORETICAL MATHEMATICS, WITH THE EXCEPTION OF PROBABILITY AND STATISTICS, NEEDED TO UNDERSTAND THEORETICAL WORK IN INFORMATION SCIENCE; IN PARTICULAR, CONCEPTS FROM SET THEORY, GRAPH THEORY, COMBINATORICS, LOGIC, ABSTRACT ALGEBRA, TOPOLOGY, AND MATHEMATICAL ANALYSIS.",GR,1
113089,STATISTICS IN INFORMATION SCIENCE,"INTERMEDIATE ANALYTICAL COURSE IN APPLIED STATISTICAL METHODS:  VECTOR AND MATRIX NOTATION, MULTIPLE CORRELATION AND REGRESSION; T AND F DISTRIBUTIONS; ANALYSIS OF VARIANCE; PLANNED COMPARISONS AND POST HOC COMPARISONS; ANALYSIS OF COVARIANCE AND NONPARAMETRIC TECHNIQUES.  UTILIZES SPSS STATISTICAL PROGRAMMING PACKAGE.",GR,1
113090,SCALING THEORY,"CURRENT SCALING METHODS, INCLUDING UNI-DIMENSIONAL SCALING, MULTIDIMENSIONAL SCALING, AND CLUSTER ANALYSIS.  DISCUSSION OF MEASUREMENT AND THE FOUNDATIONS OF SCALING THEORY. EMPHASIS ON APPLICATION OF TECHNIQUES IN SUCH AREAS AS SEMANTIC NETWORKS, CITATION ANALYSIS AND PREFERENCE MAPPING.",GR,1
113091,INTRODUCTION TO MEDICAL INFORMATICS,"A SURVEY OF FUNDAMENTAL CONCEPTS AND ACTIVITIES IN MEDICAL INFORMATION PROCESSING.  TOPICS INCLUDE INFORMATION SYSTEMS IN THE AREAS OF MEDICAL RECORDS, NURSING, RADIOLOGY, PATIENT MONITORING, PHARMACY SERVICES, CLINICAL LABORATORY SERVICES, BIBLIOGRAPHIC AND FULL-TEXT STORAGE AND RETRIEVAL, CLINICAL DECISION SUPPORT, CLINICAL RESEARCH AND MEDICAL EDUCATION. ISSUES OF INFORMATION PROCESSING IN HEALTH CARE FINANCING, AND LEGAL, ETHICAL, AND PHILOSOPHICAL ISSUES IN MEDICAL INFORMATICS.",GR,1
113092,RESEARCH DESIGN,"BEGINNING RESEARCH DESIGN WITH EMPHASIS ON THE BASIC PROCESS OF INQUIRY.  IDENTIFYING AND ARTICULATING RESEARCH PROBLEMS; DETERMINING AND DESCRIBING PROCEDURES FOR CONDUCTING RESEARCH; DESIGNING DATA COLLECTING PROCEDURES; FORMULATING TESTABLE HYPOTHESES; INTERPRETING AND DRAWING CONCLUSIONS FROM DATA ANALYSIS, AND REPORTING RESEARCH FINDINGS AND IMPLICATIONS.",GR,1
113093,FOUNDATIONS OF COGNITIVE SCIENCE,"THE DEVELOPMENT OF SCIENTIFIC KNOWLEDGE ABOUT THINKING.  AN EXAMINATION, FROM A HISTORICAL PERSPECTIVE, OF EARLY ATTEMPTS TO STUDY THINKING SCIENTIFICALLY.  AN EXAMINATION OF WHAT IS CONSIDERED THE BEST MODEL OF THINKING.  PRESENTS THE INFORMATION-PROCESSING"" MODEL THAT USES THE COMPUTER AS A MODEL FOR THINKING AND THE COGNITION AND REALITY MODEL THAT LOOKS AT REAL PEOPLE IN A REAL WORLD FOR THE BASIS OF KNOWLEDGE ABOUT THINKING.""",GR,1
113094,INFORMATION COM AND CODING THEORY,"INCLUDES MEASURES OF INFORMATION, INFORMATION SOURCES, JOINT AND CONDITIONAL UNCERTAINTY, NOISELESS AND DETERMINISTIC CHANNELS, RELIABLE MESSAGES THROUGH UNRELIABLE CHANNELS, CHANNEL CAPACITIES, PROPERTIES OF CODES, MINIMAL CODES, AND ERROR-DETECTING AND ERROR-CORRECTING CODES.  EXAMINES ENTROPY AS A MEASURE OF SEMANTIC CONTENT.",GR,1
113095,DECISION ANALYSIS AND DECISION SUP,"RATIONALITY AND RATIONAL BEHAVIOR; UNCERTAINTY, PROBABILITY, DECISION MAKING.  PSYCHOLOGY OF DECISION MAKING.  DECISION THEORY AND DECISION ANALYSIS, STRUCTURING DECISION PROBLEMS, ELICITATION OF PROBABILITIES AND UTILITIES.  CONFLICTING OBJECTIVES, MULTI-ATTRIBUTE DECISION THEORY.  PROBABILISTIC METHODS IN ARTIFICIAL INTELLIGENCE.  GROUP AND TEAM DECISION MAKING.  DECISION SUPPORT SYSTEMS.",GR,1
113096,INTRODUCTION PARALLEL DISTRIBUTED PROCESSING,"INTRODUCES MATHEMATICAL AND COMPUTER TECHNIQUES USED IN CONSTRUCTING MODELS OF INFORMATION PROCESSING BY PARALLEL DISTRIBUTED PROCESSING (PDP) NETWORKS; PRINCIPLES OF INPUT-OUTPUT FUNCTIONS AND ADAPTATION (LEARNING) FUNCTIONS IN SINGLE UNITS AND IN NETWORKS; EXAMINES THE RELATION BETWEEN PDP NETWORKS, NEUROBIOLOGY, ARTIFICIAL INTELLIGENCE, AND COGNITION.",GR,1
113097,MATHEMATICAL FOUNDATIONS FOR INFORMATION SCIENCE,"Basic concepts of theoretical mathematics needed to understand theoretical work in information science with the exception of probability and statistics; in particular, concepts from set theory, graph theory, combinatorics, logic, abstract algebra, topology, and mathematical analysis.",GR,1
113098,HUMAN INFORMATION PROCESSING,"MODERN RESEARCH AND THEORY ON HUMAN COGNITION; PERCEPTION; MEMORY; ACQUIRING, REPRESENTING, AND USING KNOWLEDGE; LANGUAGE AND COMPUTATIONAL MODELS OF COGNITION (AI). COMPARES THE INFORMATION PROCESSING APPROACH WITH ALTERNATIVE THEORIES OF HUMAN COGNITION.",GR,1
